公司中文名称,年份,"流动资产周转率
[报告期] 2014年报
[单位] 次","应收账款周转率
[报告期] 2014年报
[单位] 次","财务费用
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2014年报","流动比率
[报告期] 2014年报","速动比率
[报告期] 2014年报","现金比率
[报告期] 2014年报","经营活动现金净流量(TTM)
[报告期] 2014年报
[单位] 元","流动负债合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2014年报
[单位] %","利润总额(TTM)
[报告期] 2014年报
[单位] 元","非流动负债合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2014年报
[单位] 元","长期资本负债率
[报告期] 2014年报
[单位] %","现金流量利息保障倍数
[报告期] 2014年报","负债合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2014年报
[单位] %","总资产报酬率ROA
[报告期] 2014年报
[单位] %","主营业务成本
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2014年报
[单位] %","存货周转率
[报告期] 2014年报
[单位] 次","营运资本周转率
[报告期] 2014年报
[单位] 次","非流动资产周转率
[报告期] 2014年报
[单位] 次","总资产周转率
[报告期] 2014年报
[单位] 次","成本费用利润率
[报告期] 2014年报
[单位] %","营业收入(同比增长率)
[报告期] 2014年报
[单位] %","总资产(同比增长率)
[报告期] 2014年报
[单位] %","大股东持股比例
[日期] 2014-12-31
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2014年报
[单位] 元"
南京奥联汽车电子电器股份有限公司,2014,1.2816,3.3221,"5,941,800.21","233,536,531.20",0.8177,1.4354,1.0482,0.3704,"66,849,557.14","128,438,757.72",44.9857,"36,957,739.02","9,070,293.27","168,163,846.86","3,529,757.24",5.1177,18.3574,"137,509,050.99",15.8252,13.7145,"140,276,489.34","2,009,675.39",18.9583,2.8589,7.0157,2.0669,0.7911,16.3833,14.6947,7.3445,,"18,145,972.83","305,672,897.85","31,881,070.09"
苏州金鸿顺汽车部件股份有限公司,2014,1.4456,3.8054,"17,118,371.19","946,610,362.70",1.3922,1.1504,0.7129,0.1579,"137,286,658.33","539,457,803.70",58.1967,"136,113,148.15","5,221,445.92","391,249,413.13","15,896,057.97",1.317,8.6365,"544,679,249.62",14.379,15.5237,"704,865,854.18","5,566,378.25",29.2894,3.1053,8.2386,2.9182,0.9667,14.1703,-10.7542,-8.4653,,"61,575,166.83","935,928,662.75","114,594,514.92"
成都西菱动力科技股份有限公司,2014,1.3281,4.7012,"15,437,762.07","433,282,411.35",1.0148,1.0511,0.581,0.1851,"67,120,449.79","317,152,519.95",50.3667,"62,153,316.15","78,764,581.56","390,152,838.25","11,878,579.19",16.7971,5.2541,"395,917,101.51",14.3448,10.0458,"302,841,399.59","2,701,913.11",13.8477,2.193,,1.055,0.5879,14.4819,16.4295,14.2846,,"42,557,195.07","786,069,939.76","54,027,333.25"
常熟市汽车饰件股份有限公司,2014,1.5924,4.473,"19,614,021.76","1,088,350,702.94",0.6881,0.9399,0.7469,0.2993,"128,145,448.31","722,876,759.86",40.7622,"222,956,923.36","54,486,115.18","1,129,705,596.11","19,145,213.79",4.6011,5.7526,"777,362,875.04",20.4858,13.0161,"765,916,738.43","10,417,086.46",17.8804,5.6614,,0.925,0.5851,20.8895,27.7628,5.191,,"152,641,015.59","1,907,068,471.15","201,995,365.05"
浙江今飞凯达轮毂股份有限公司,2014,1.4926,6.7841,"131,406,342.96","2,144,253,257.43",5.104,0.6675,0.469,0.2495,"111,323,614.20","2,118,878,525.01",83.6174,"72,418,596.62","280,952,052.48","470,183,729.92","115,135,265.07",38.0472,0.8579,"2,399,830,577.49",3.3773,6.5068,"1,744,442,996.57","6,879,592.88",12.7171,4.5614,,1.4831,0.7439,2.7634,8.6387,-0.8581,,"111,989,013.10","2,870,014,307.41","57,315,566.45"
浙江正裕工业股份有限公司,2014,2.0577,4.6852,"307,626.96","639,977,574.38",0.8391,1.3314,1.0584,0.4152,"75,948,209.65","259,849,719.94",45.6269,"74,128,166.26","10,432,848.56","322,092,430.45","-55,138.96",3.1375,117.0757,"270,282,568.50",11.5829,13.2115,"464,952,715.07","3,624,250.55",18.7904,7.0942,9.28,2.5634,1.1414,10.9111,28.697,11.9869,,"64,003,324.37","592,374,998.95","60,522,543.48"
上海保隆汽车科技股份有限公司,2014,1.7714,5.7798,"25,783,834.77","1,226,785,818.27",1.229,1.2752,0.6998,0.2244,"50,933,552.52","575,131,621.53",55.1371,"115,523,703.93","55,804,921.72","513,367,806.61","14,404,838.13",11.4177,3.3202,"630,936,543.25",9.4168,11.8495,"842,717,594.10","5,162,547.87",9.6114,2.6316,6.0618,3.0371,1.1188,6.0398,15.4536,9.1183,,"33,818,546.14","1,144,304,349.86","67,071,049.19"
广东迪生力汽配股份有限公司,2014,1.7043,16.0754,"10,030,633.09","744,523,976.34",1.5071,1.1173,0.39,0.2006,"78,104,816.52","426,117,711.37",60.113,"42,013,544.72","75,542.50","282,793,820.42","8,709,297.21",0.0303,8.7687,"426,193,253.87",5.643,7.6986,"530,308,429.59","1,984,295.27",12.4201,1.7371,12.5987,3.3537,1.13,5.0997,52.9185,16.4698,,"28,817,145.98","708,987,074.29","35,133,633.15"
浙江仙通橡塑股份有限公司,2014,1.4122,3.0488,"6,443,068.87","300,977,426.63",0.6102,1.3666,0.9671,0.2836,"114,213,288.77","140,857,698.18",37.894,"62,784,121.73","16,931,285.38","258,606,206.12","6,334,098.72",6.1448,17.7924,"157,788,983.56",20.8601,15.8981,"185,184,110.61","1,755,111.08",20.5524,3.3888,6.4052,1.358,0.6923,21.8125,-6.7032,-8.1046,,"16,844,831.08","416,395,189.68","53,149,792.13"
江苏日盈电子股份有限公司,2014,1.6522,4.9841,"2,900,783.76","268,925,358.71",0.5665,1.1567,0.8847,0.1997,"71,668,228.56","131,361,013.87",36.1614,"55,847,624.19","2,897,613.00","237,017,192.09","2,820,703.13",1.2078,23.2979,"134,258,626.87",20.767,16.4601,"154,580,990.88","2,502,518.28",20.0249,4.2256,12.3226,1.3886,0.7545,22.5362,16.7319,8.6943,,"29,935,988.57","371,275,818.96","47,462,396.90"
上海岱美汽车内饰件股份有限公司,2014,1.7686,5.4321,"26,182,669.05","1,996,327,306.92",0.9424,1.6259,0.8789,0.2352,"218,486,494.54","740,103,280.60",48.5178,"297,447,436.54","165,589,439.25","961,028,410.20","19,815,602.54",14.774,10.676,"905,692,719.85",14.8997,18.0807,"1,357,010,918.13","4,335,794.35",23.8541,2.6921,4.5853,3.1893,1.1377,13.3963,16.568,13.6382,,"140,298,620.45","1,866,721,130.05","227,625,581.83"
惠州市德赛西威汽车电子股份有限公司,2014,1.953,5.2313,"16,561,499.96","2,636,688,500.58",2.5847,1.1658,0.7713,0.2527,"189,454,642.18","1,409,445,832.31",72.1033,"184,383,065.75","109,742,479.25","587,772,829.51","16,213,850.17",15.6426,11.2709,"1,519,188,311.56",6.993,11.2357,"1,996,677,206.53","9,915,309.11",27.9689,4.3091,13.5171,6.0577,1.4768,6.7744,48.4501,43.9444,,"53,267,208.92","2,106,961,141.07","163,643,986.35"
华达汽车科技股份有限公司,2014,1.98,7.06,"6,275,763.38","2,225,951,059.46",1.2504,1.1655,0.5741,0.1673,"122,083,310.94","1,038,279,507.15",55.5643,"259,392,831.80","1,800,000.00","831,770,508.14","5,893,220.61",0.2159,18.5617,"1,040,079,507.15",11.6531,15.8705,"1,740,632,320.56","6,179,367.18",26.5987,3.1355,10.8846,4.0668,1.3317,11.2976,7.8935,27.2248,,"63,001,633.50","1,871,850,015.29","221,240,164.94"
浙江铁流离合器股份有限公司,2014,2.1332,9.3473,"5,468,256.42","736,310,772.32",0.5319,1.7571,1.0833,0.5517,"141,252,584.02","180,048,796.69",34.7234,"131,200,956.84","4,694,500.12","347,299,289.23","2,800,365.84",1.3337,42.0279,"184,743,296.81",17.8187,24.622,"485,787,752.08","4,860,596.08",31.6719,4.1135,5.1144,3.6988,1.3529,18.2838,-10.8115,-4.3819,,"45,784,818.06","532,042,586.04","109,996,175.93"
万通智控科技股份有限公司,2014,2.7311,7.0979,"1,972,434.13","302,465,577.53",0.9239,1.2228,0.8724,0.2669,"34,785,473.31","89,138,356.97",48.0226,"45,601,953.26","3,476,740.30","100,242,067.18","723,698.03",3.367,31.0889,"92,615,097.27",15.0767,25.6326,"220,740,559.34","1,506,324.96",39.1214,7.3388,8.3097,4.3223,1.6736,15.2928,32.8872,14.3866,,"24,482,492.99","192,857,164.45","39,007,500.48"
宁波圣龙汽车动力系统股份有限公司,2014,2.5888,6.5943,"18,988,362.15","928,422,708.01",2.4124,0.9002,0.6109,0.205,"110,497,266.12","464,627,014.98",70.6953,"74,589,384.61","215,697,295.20","282,009,295.03","18,071,738.83",44.1868,5.9279,"680,324,310.18",8.034,11.0624,"695,828,250.43","3,385,559.99",24.3273,6.1297,,1.9383,1.1084,7.634,32.5796,34.9858,,"60,602,832.85","962,333,605.21","65,036,357.66"
合肥常青机械股份有限公司,2014,2.8189,11.7758,"44,161,990.02","1,386,580,637.64",1.1975,0.6857,0.4101,0.0437,"186,396,796.30","601,272,371.29",54.4932,"109,200,186.71","21,888,022.55","520,395,377.31","43,464,615.10",4.0363,3.9969,"623,160,393.84",7.8755,13.0771,"1,063,225,176.13","7,170,131.18",16.9696,6.409,,2.0526,1.1877,7.0117,4.9155,-4.0066,,"98,313,879.39","1,143,555,771.15","88,308,867.40"
