公司名称,流动性 财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,筹资方面财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,对外投资数量,清偿方面---财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,经营力方面---财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,技术风险--经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,司法方面---经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,组织方面---经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,竞品信息,经营风险-战略风险-公众号数
北京市金龙腾装饰股份有限公司,1.39525751,2.106984276,7,7,76.7621464,0.363351615,4,0,3,130.7952355,110.0369734,0.131511092,-0.199910195,73.34860251,0,276427000,-456339000,-0.199910195,0.046958511,0.088821818,0.138071513,0.235848147,7.38082695,4.975222229,27.65573308,1.123796974,0.071635965,1.943208778,0.271045351,0.5033,1,12,0,0,40,0,6,0,34,0,8,0.1197,10,1
北京帝测科技股份有限公司,2.945594907,14.56928059,10,10,403.8917999,1.845021034,6,0,2,151.377379,151.377379,0.151225923,0,35.14888944,0,45023000,0,0,0.080577042,0.150740932,0.495275692,0.194732984,234584000,4.34922216,1.678489388,0.785407694,0.104635786,-12.68517737,0.297150574,,0,5,14,0,0,0,2,0,0,1,4,0.3926,10,0
北京并行科技股份有限公司,1.115055255,2.11362212,13,13,348.2567957,20.57773144,4,0,4,995.8333333,922.5806452,3.47468612,-1.406137888,4.546164344,0,15816000,-18831000,-1.406137888,0.10635751,0.053690364,0.903480687,0.056247466,1.286646148,0.105209635,0.078292477,0.042847735,0.104115648,0.019233093,0.236102252,,0,13,44,0,0,0,0,0,0,8,11,0.3324,10,1
北京广利核系统工程有限公司,0.925787031,7.518274531,6,6,82.85487601,0.659555123,0,0,0,105.715516,34.1678374,0.15121159,0.166932817,60.25711264,0.275285242,549099000,634635000,0.125110446,0.147576949,0.065227168,0.257390418,0.164122872,1.015815483,12.71612915,0.628081791,0.328224159,0.163102379,0.343088634,0.117171955,,0,230,135,3,1,0,1,0,1,3,2,0.6,0,0
北京库蓝科技有限公司,1.176079728,8.07604532,11,11,37.26315136,2.561151048,0,0,3,216.5467626,212.1103118,0.615107906,0.130695442,28.52257182,0,4.176469769,2.137254483,0.130695442,0.062146892,0.072845417,0.353578153,0.063157895,36.64863874,1.395061714,1.212880132,0.463748288,0.08219178,1.013157761,-0.391213824,,0,17,7,0,0,0,0,0,0,1,4,0.4,0,0
北京康之维科技有限公司,1.077227802,3.476525156,11,11,89.53079465,1.776371385,0,0,4,243.5051475,156.4543212,0.223153796,0,36.03973206,0,1901900000,0,0,7.07729796,7.937647378,0.190863217,10.46054864,2.435154482,1.477174962,6.240939407,0.763978211,8.467038213,0.211463381,-0.073925915,,0,67,0,0,1,0,0,0,0,3,3,0.75,0,1
北京康斯特仪表科技股份有限公司,0.431695917,1.65987876,11,11,324.2516928,2.594371871,12,0,2,353.5940843,291.6530592,0.381093324,2.383319506,22.44224115,0,2.59E+12,4.02E+12,2.383319506,1.003727749,0.343846879,1,0.44334298,0,0,0,0,5.630181368,1.089705853,0.566413444,,0,96,31,0,8,0,0,0,1,0,8,0.2325,10,0
北京康爱瑞浩生物科技股份有限公司,0.65328986,3.394529972,11,11,1044.846481,13.88214961,6,0,2,1282.748179,1243.669695,9.150257046,-3.115393803,6.63193031,0,317000,-38067000,-3.115393803,0.003095824,0.001720535,0.68840579,0.001842745,6.681883417,0.22077221,1.159965056,0.173171591,0.003096126,0.465041407,4.009788618,,0,14,1,0,0,0,0,0,0,0,11,0.3564,10,0
北京康盛伟业工程技术股份有限公司,1.554269122,3.239831518,11,11,718478000,0,0,0,2,86.97,60.13,0.076263307,0.103425884,67.3,0,556085000,42048000,0.103425884,0.773976377,0.52203231,0.999999999,0.844242795,0,0,0,0,556085000,0.084779322,0.276621677,0.1783,1,4,5,0,4,0,1,0,4,2,2,0.667,10,0
北京康美特科技股份有限公司,2.055448091,3.070095894,8,8,1144455000,0,6,0,4,166.1844414,146.0960351,0.050420243,0.704250783,26.20206727,0,53626000,235955000,0.704250783,0.046857238,0.041938135,0.999999999,0.056828333,0,0,0,0,53626000,-0.767026815,1278693000,0.3496,1,7,10,0,5,0,0,0,0,5,12,0.3496,10,0
北京开运联合信息技术股份有限公司,0,0,12,12,0,1.566774125,0,0,1,154.3543652,154.3543652,0,0,39.08855237,0,9919000,0,0,8596000,0.140513663,-25590000,0.199916275,25461000,1.697626237,0.909321396,0.360683368,0.232884104,1.242595242,0.253391331,0.8991,1,1,32,0,0,0,0,0,0,0,2,0.9988,10,1
北京弘兆科技有限公司,0,0,13,13,0,0.006899249,0,0,0,99.73327643,64.06344465,0.00124471,0,99.31831026,0,-53203000,0,0,-53209000,-1.879167844,-43462000,-275.6943005,4.328214922,-578.8343845,161.9844702,1.533342698,-0.999999981,4.869704862,1.293026541,,0,8,0,0,0,0,2,0,2,0,1,1,0,0
北京微播易科技股份有限公司,1.841226537,11.83209144,8,8,3072.37116,0.726089981,8,0,5,194.5711998,194.5711998,1.489073128,3.794583734,50.81311381,0,1.18E+13,1.53E+13,3.794583734,0.817833931,1.488766943,1,3.026755824,0,0,0,0,4.438865831,0.613372871,0.182048374,,0,8,30,0,0,0,0,0,0,0,15,0.2276,10,1
北京微智信业科技有限公司,0,0,10,10,0,0,4,0,0,456.0968042,396.2226624,0.399945898,-1.456486619,19.51274413,0,-109624000,-183076000,-1.456486619,-109674000,-0.170176302,-1328000,-0.211529041,0,0,0,0,-0.961369468,45.12681805,2.036403135,,0,8,29,0,0,0,0,0,0,0,1,1,10,0
北京微格互动科技股份有限公司,0.283228858,61.79465725,12,12,8.481768959,-0.20480471,4,0,1,71.74204805,47.57750637,0.070124811,-0.297678144,125.7552743,0,-10441000,-4436000,-0.297678144,-3.448149456,-0.881097046,0.488110803,3.421035387,0.417939345,-0.357397378,1.298532098,0.127004209,-0.561374237,-1.640451221,-0.80928008,0.2486,1,20,9,0,0,1,0,0,1,4,6,0.2486,40,0
北京德威利新能源科技股份有限公司,1.418526246,2.572343515,11,11,215.5121426,0.248789764,6,0,4,107.6936376,96.74965422,0.071058091,0.086618257,82.15909091,0,20400000,50100000,0.086618257,0.015957447,0.028977273,0.185604346,0.112261146,11.28278023,16.04943784,8.806411729,1.014488635,0.023770683,1.274725135,1.094614695,0.48,1,0,6,0,0,0,0,0,0,6,10,0.12,10,0
北京德美艺嘉文化产业股份有限公司,0.406140439,22.74788324,10,10,236669000,0,6,2,13,258.71,106.7,0.85784463,-0.282583146,31.48,0,-7339000,-48090000,-0.282583146,-0.031009553,-0.012473274,0.999999996,-0.017549104,0,0,0,0,-7339000,-0.316279469,0.17644777,,0,0,3,0,1,0,0,0,3,14,13,0.2768,10,1
北京德美高科科技有限责任公司,0,0,11,11,0,1.63118532,0,0,2,121.5892672,118.6849815,0.056027094,0.645709286,35.64542128,0,6.82E+11,1.65E+12,0.645709286,5.75E+11,0.095073105,-2.24E+12,0.124581201,29.99472094,4.035025377,0.548048596,0.310518818,0.144735369,-0.30099375,0.179334641,,0,25,9,0,0,0,0,0,0,0,3,0.4,0,0
北京德融恒通环境科技有限公司,1.034812139,2.862011534,14,14,7918.108189,0,0,0,1,174.6986577,145.7492466,0.413774988,0,30.80320099,0,2672000,0,0,0.033704176,0.018789643,0.207554077,0.027123432,4.934783934,1.912472054,0.95275649,0.440051753,0.0349208,-2.354104536,0.361552599,,0,21,3,0,0,1,0,0,1,0,2,0.92,0,0
北京德邦大为科技股份有限公司,1.107462169,3.180254923,7,7,130.4895307,0.344162353,0,0,4,85.01057698,62.45554602,0.119817534,-0.079053999,74.395775,0.141701621,25972000,-61886000,-0.074562164,0.031444834,0.023279828,0.23046248,0.081130186,3.212093906,-4.833333375,1.259908828,0.508363779,0.036744337,-21.04187678,-0.089603892,,0,23,0,0,3,0,0,0,3,1,13,0.2733,10,1
北京志能祥赢节能环保科技股份有限公司,0,0,6,6,0,0.42191834,6,0,10,55.48310158,54.64430602,0.099293859,0.033219142,71.38275135,0.553696293,676913000,79583000,0.01583081,669594000,0.096118937,-1298047000,0.332246015,64.59477161,-1.217106584,0.227196978,0.184315349,0.408106876,1.07542218,0.141965478,0.5439,1,51,3,0,0,0,0,20,8,39,18,0.6475,10,0
北京快乐营教育科技股份有限公司,1.181638528,35884000,12,12,35884000,5.270524244,0,0,2,186.7535822,186.7535822,1.24801665,0.160691215,48.50265466,0,22303000,2613000,0.160691215,0.62153047,0.665244885,0.999999972,1.291804228,0,0,0,0,1.641978823,-14.01868886,0.069341667,0.6604,1,0,4,0,0,0,0,0,0,1,6,0.6604,10,0
北京思创银联科技股份有限公司,0,0,8,8,0,1.466644235,6,0,5,149.9981505,78.35279446,0.389637017,0.209901834,41.70098208,0,-937002000,119164000,0.209901834,-950290000,-0.688268608,-587401000,-1.197325864,1.441662975,2.065845557,1.150149753,0.430723011,-0.993393996,0.58743931,0.270017333,,0,88,43,0,2,0,0,0,4,0,12,0.4832,20,1
北京思普崚技术有限公司,1.667406438,6.472813451,11,11,4259.742833,2.498975876,0,0,0,3.12,3.04,0.198731961,0.724748571,30.72077486,0,256856000,62985000,0.724748571,0.568848177,0.907971296,0.732972047,1.310596783,16.98986485,0.62001892,9.432411529,0.403050654,0.755983563,0.876117158,0.236985827,,0,20,21,0,12,0,0,0,7,0,1,1,10,0
北京思特奇信息技术股份有限公司,1.111155778,2.660392147,6,6,62.15419306,1.015106777,12,9,11,197.0377556,134.6948805,0.472265003,-0.193827405,47.94844707,0.027003087,628801000,-527328000,-0.188366949,0.095351873,0.107698993,0.403593898,0.186889115,2.07562213,1.333504165,7.366805249,0.602974837,0.116447692,0.337657988,0.070536351,,0,286,317,2,7,0,0,0,11,2,7,0.5029,10,1
北京怡孚和融科技有限公司,0.676862881,2.955278393,11,11,275.9942391,0.902224527,0,0,2,109.0693646,60.79331261,0.102149217,0.051089433,58.94129061,0.136913959,11342000,24123000,0.04377738,0.032537631,0.01213187,0.521270521,0.029547616,0.722750122,3.847184834,0.392352428,0.176221236,0.033575782,-1.904574226,0.254746774,,0,5,24,3,11,0,1,0,1,0,4,0.72,10,0
北京恒泰万博石油技术股份有限公司,0,0,9,9,0,5.015393923,4,3,2,414.2489228,403.8960074,0.291261311,0.721092139,16.88045256,0.005259419,-558151000,203834000,0.70197056,-606867000,-0.324472628,-305164000,-0.424440396,10.17334665,0.335160418,0.542098123,0.173076755,-0.953805902,0.455797966,0.370334079,,0,14,12,0,0,0,0,0,3,1,10,0.2566,10,0
北京恒益九州网络科技有限公司,0.697113818,3.970565426,11,11,7149.047275,0.033573492,0,0,6,62.73712829,62.73712829,0.069580289,0.110637213,99.94259881,0,3136000,32555000,0.110637213,0.019333281,0.010651486,0.234672467,14.72189349,97281000,-0.887227996,0.885862579,0.330416854,0.0249773,0.317646925,2.010357641,0,0,0,0,0,0,0,0,0,1,1,3,0.5,0,0
北京恒通绿建节能科技有限公司,0.354953988,1.507649342,12,12,-378.4237842,14.79118556,0,0,0,1571.043324,1457.60389,11.82006899,-0.252578802,6.332645881,0,4229000,-1714000,-0.252578802,0.108001688,0.039464721,0.738121644,0.040718121,9030000,0.090458301,16.47807212,0.084267303,0.123021872,-0.004003767,107159000,,0,25,15,4,0,0,0,0,0,1,3,0.48,10,0
北京恩吉威科技股份有限公司,0,0,9,9,0,0.584659569,0,0,10,147.7256449,86.03858873,0.333914799,0.114568645,56.50589329,0,246533000,209710000,0.114568645,207182000,0.076105395,-2398245000,0.14704897,2.109881952,2.727095815,4.450104317,0.7354378,0.091949234,-0.091463324,0.105968145,,0,4,26,0,1,0,0,0,0,1,7,0.4275,0,0
北京恩吉赛威节能科技有限公司,0.742646945,1.094475058,11,11,52595000,0,0,0,0,270.9814425,233.9429883,0.049244307,0.199464312,20.34,0,20832000,5213000,0.199464312,0.39608327,0.251481826,0.999999981,0.367394448,0,0,0,0,20832000,-2.468593759,0.527371614,,0,4,2,0,0,0,0,0,0,1,9,0.4471,0,0
北京悦康科创医药科技股份有限公司,1.004844725,1.841707347,,13,242877000,1.052917477,0,0,3,472.3218822,423.0097315,0.294817675,0.056884354,15.70867701,0,175775000,2911000,0.056884354,0.723720234,0.53956945,0.999999996,0.640124547,0,0,0,0,175775000,0.103317327,0.51345186,0.6,1,18,0,0,0,0,0,0,0,0,2,0.8,10,1
北京惠尔三吉绿色化学科技有限公司,0,0,11,11,0,0.314058587,0,0,6,65.50784094,55.42325133,0.022568286,0.197614922,76.06741364,0.016534636,32232000,208479000,0.196571485,30211000,0.023117673,-563293000,0.090538297,4.895733356,-1.54262073,0.79829656,0.402604826,0.04827954,-0.559596783,0.240908953,,0,23,0,0,0,0,0,0,0,8,5,0.5,0,0
北京惠颐科技有限公司,0.395881447,5825000,13,13,5825000,0,0,0,0,329.22,329.22,0.055685527,0.390032665,21.20670835,0,-36407000,1667000,0.390032665,-6.250127682,-1.806440409,0.999999828,-2.292632242,0,0,0,0,-36407000,58.97868036,-0.591966461,,0,0,12,0,0,0,0,0,0,0,3,0.6,0,0
北京意畅科技股份有限公司,0,0,13,13,0,0.95644097,0,0,1,186.8972526,149.1554528,0.687640162,3.197242024,51.11276297,0,13345000,182473000,3.197242024,9874000,0.119515668,-131176000,0.180885559,6.019173351,2.614287966,25.96694853,1.161151352,0.068503698,-4.658321162,0.008590165,0.277,1,0,5,0,0,0,0,0,0,1,8,0.4064,0,0
北京慧明讯纤维技术有限公司,0.776825858,2.187835149,11,11,363511000,0,0,0,1,109.9043154,98.26104929,0.003508904,-0.011912423,80.58452902,0,1883000,-5072000,-0.011912423,0.004926949,0.003563878,0.999999997,0.017459033,0,0,0,0,1883000,0.183461273,0.108952307,,0,4,4,0,5,0,1,0,6,1,3,0.6,0,0
北京慧通九方科技有限公司,0.903285856,1.155716996,9,9,310.8738229,1.872239294,0,1,1,275.9758119,275.9758119,0.428047203,-0.370717832,34.40385659,0,1.70E+12,-9.50E+11,-0.370717832,0.23073597,0.227731262,0.466660026,0.301675718,3.39E+12,0.75188318,9.00747274,0.455208618,0.397237872,0.233819723,0.826535491,,0,0,34,0,0,1,2,0,2,3,1,1,0,0
北京护航科技股份有限公司,2.339366412,4.053553501,,Azc_,204.1210473,0.813507339,0,0,5,118.1792682,118.0450289,0.280007785,0.265856841,54.29248091,0.167381774,38744000,92884000,0.22237864,0.034583254,0.050361227,0.333454463,0.094995421,1358.841452,10.0339766,1.787993217,0.828389152,0.041627808,0.280805764,0.606391974,0.3579,1,5,39,0,11,0,0,0,0,2,12,0.378,10,0
北京拓思德科技有限公司,0.555414409,3344.766552,11,11,334480000,0,4,3,5,105.1284916,103.7935615,0.521574124,-0.354034903,91.96633696,0,198447000,-202805000,-0.354034903,0.031009328,0.318596389,0.999999997,0.207274181,0,0,0,0,198447000,-3.032185752,2.845311865,,0,25,25,0,8,0,0,0,3,2,5,0.32,10,0
北京挖金客信息科技股份有限公司,0,0,9,9,0,2.623104878,6,0,7,335.6674709,335.6674709,1.880541234,1.506968188,27.60063612,0,272049000,167388000,1.506968188,214846000,0.675998907,-260994000,0.737380047,255518000,0.976116434,8.634114732,0.634921974,0.789087605,6.992528107,0.752611887,,0,0,25,0,0,0,0,0,0,1,10,0.1262,20,1
北京捷诺视讯数码科技有限公司,0,0,11,11,0,1.825565578,0,0,1,635.2497664,630.7367056,2.14030617,0,9.991042592,0,-9.19E+11,0,0,-9.19E+11,-0.3888331,-37908019000,-0.431993783,0,0,0,0,-0.936951432,0.090997024,0.236820635,,0,5,25,0,0,0,0,0,0,1,2,0.9,10,0
北京捷通机房设备工程有限公司,0.990334857,16.65749411,6,6,132.3302305,0.340596504,0,0,2,108.5520681,88.33946295,0.672200111,0.160058441,74.61959944,0,378000000,1270800000,0.160058441,0.035745668,0.035525982,0.123686338,0.112979078,4.492833995,10.61870396,3.566707888,0.677634609,0.046330911,-26.76190658,0.246336578,,0,5,26,0,2,0,1,0,1,19,2,0.92,0,1
北京掌中飞天科技股份有限公司,0.784380785,19.21490973,13,13,741.4269749,1.456824328,4,0,3,203.4692327,203.4692327,0.212838666,-0.170802713,48.18204002,0,-625000,-1349000,-0.170802713,-0.059738194,-0.038128355,0.685759565,-0.088650812,3886000,0.475526129,12.0682855,0.237066847,-0.050431691,-0.894922221,0.418729408,0.5573,1,0,21,0,0,0,0,0,0,0,4,0.72,10,1
北京掌慧纵盈科技股份有限公司,0,0,10,10,0,7.625104611,6,1,9,264.0090627,263.8070869,0.680920085,-2.122064537,18.20714254,0,-528968000,-405552000,-2.122064537,-529113000,-0.50394511,-323608000,-0.616292505,838.1817664,1.032216586,0.593539545,0.308233951,-0.997631188,1.638732445,4.288515582,0.2735,1,9,11,0,2,1,0,0,3,29,6,0.3359,20,0
北京掌行通信息技术有限公司,0.075270772,2481000,12,12,46.81043754,31.161306,0,0,0,318.3099952,139.0729116,1.233799977,-6.066537319,4.577208075,1.24E-05,-25242000,-62819000,-6.0641948,-10.17411924,-0.111533822,-0.406287623,-0.116883839,0.18749999,0.153941425,0.01799789,0.015376662,-0.910671733,0.034727349,1.980247278,,0,35,4,0,0,0,0,0,0,0,1,1,0,0
北京探索者软件股份有限公司,1.415417732,8.341792144,13,13,5471.746589,5.875454715,0,0,1,846.7515838,846.7515838,0.748921662,-1.349339488,11.22713034,0,352007000,-40043000,-1.349339488,0.989703907,1.331725458,0.999999997,1.50014916,0,0,0,0,5415.408994,0.087766483,0.752416559,0.2778,1,0,189,0,0,0,0,0,0,0,9,0.3,10,0
北京数字政通科技股份有限公司,0.425841071,1.495974712,4,4,3665898000,16.43203655,0,0,18,1255.475328,1254.830279,7.822529284,0.249729832,7.053193268,0,1108117000,171236000,0.249729832,0.273585353,0.11398475,1,0.110994097,0,0,0,0,1108117000,0.264764979,-0.001787754,,0,1,109,0,5,0,1,0,2,19,17,0.4376,10,1
北京文豪宏博尔科技股份有限公司,0.616731287,4.283009518,8,8,167.6281927,0.889575223,0,0,1,127.047322,106.5104206,0.117662301,-0.154056025,45.48702453,0,221319000,-307962000,-0.154056025,0.120103963,0.050360239,0.296736678,0.078524735,2.657524997,2.017845943,0.588145711,0.248256031,0.161935242,0.146800305,-0.047401906,,0,2,28,0,8,0,0,0,3,0,2,0.8,0,0
北京斯普信信息技术有限公司,0,0,11,11,0,50.36307178,0,0,0,6452.458617,5771.738072,4.75876223,1.174537202,1.978052791,0.006671877,-232160000,4825000,0.777222813,-232514000,-0.739730567,-162013000,-0.755808813,5.767450802,0.618031949,3.306496847,0.513889064,-1.000038764,0.364334117,-0.090375798,,0,0,11,0,0,0,0,0,0,0,2,0.9,0,0
北京新世纪绿色健康管理有限公司,0.718647985,114.2873836,12,12,8474.920847,107.2959071,0,0,1,15186.48069,14269.95708,14.89052599,0,0.470450461,0,10582000,0,0,0.208069523,0.106830618,0.388729396,0.107335578,7.278855706,0.442200184,1.099098423,0.313849008,0.262737107,-32.21543426,-0.258794212,,0,0,1,0,0,0,0,0,0,0,3,0.6863,0,0
北京新东方迅程网络科技股份有限公司,0.701640816,39.6990583,9,9,-743.7502586,0.814371046,3,0,8,158.2927295,158.2672353,0.149984838,0.043394146,53.95644997,0,131656000,83574000,0.043394146,0.061233973,0.036884506,0.666585477,0.079697156,1325.33946,0.57963562,1.249487333,0.18231098,0.0632689,-0.770764835,0.005806177,,0,1,94,5,16,0,0,0,5,24,8,0.79,20,1
北京新兴华安智慧科技有限公司,0,0,9,9,0,0.315100165,0,0,3,113.6372872,113.6372872,0.352818073,-0.057836564,76.03983525,0,21339000,-14233000,-0.057836564,17778000,0.065935798,0,0.229266343,0,0,0,0,21339000,0.711482638,-0.006800696,,0,0,50,0,0,0,0,0,0,0,9,0.7007,0,1
北京新创迪克系统集成技术有限公司,2.830713126,10.36220703,10,10,58.51088679,0.238334981,0,7,1,110.9412928,89.59813,0.048548054,-0.19904702,80.43242461,0,100700000,-221400000,-0.19904702,0.021528156,0.072817991,0.108270591,0.277900961,13.00505471,25.36893981,20.73472115,2.232554775,0.029811421,20.89129981,0.189079965,,0,7,13,0,0,0,0,0,8,0,3,0.902,0,0
北京新宇航测控科技股份有限公司,1.240504701,5.748689086,11,11,135968000,7.461755621,0,0,1,274.0654615,171.7800615,0.656089799,0.410671857,10.43408159,0,96804000,16424000,0.410671857,0.711961633,0.252559406,0.999999993,0.281981596,0,0,0,0,96804000,1.260244198,-0.081627372,0.4761,1,45,7,0,1,0,0,0,1,0,2,0.51,10,0
北京新水源景科技股份有限公司,0.90494479,2.095375718,8,8,52.94943523,0.517787699,0,0,9,152.065995,124.631333,0.520805956,0.11826544,65.69211846,0.02548116,202100000,81000000,0.116664266,0.173687002,0.191219605,0.518408488,0.451461666,2.351782851,1.239203586,28.69480333,0.418109565,0.271129594,0.822448971,1.071946675,,0,39,77,0,3,0,0,0,2,6,7,0.6354,10,0
北京新片场传媒股份有限公司,0.214563105,20.09089083,15,15,-110.5005525,16.40908842,8,0,16,1560.606061,1550,13.9090888,-5.560605218,5.532271584,0,-29200000,-36700000,-5.560605218,-0.941176428,-0.244761106,0.19004524,-0.184560781,25.4285351,0.184647301,1.092024473,0.149203687,-0.519572944,5.636364917,6.143712207,,0,0,11,5,0,0,2,0,0,5,0,0,30,1
北京方胜有成科技股份有限公司,0.639581212,1.249193048,11,11,38.62815905,1.459138042,6,0,4,195.1448187,160.5410391,0.262322716,0.012667815,39.27599856,0,35609000,2074000,0.012667815,0.14807456,0.085424013,0.695511954,0.119536361,1.063702456,0.386864217,0.619002613,0.14456759,0.208960741,-1.418071119,0.403554255,,0,11,46,0,3,0,0,0,1,1,9,0.3936,10,0
北京无限点乐科技有限公司,6.145799239,10.46748355,10,10,165.8869322,0.597894749,6,0,2,150.2840843,150.2840843,0.24711071,-0.621613656,62.58234455,0,6992000,-80195000,-0.621613656,0.005867908,0.033917709,0.161132493,0.09064627,994978000,15.3375568,81.13658313,4.826569495,0.005925605,466.5688954,1.174352363,,0,0,15,0,7,0,1,0,2,12,12,0.1952,20,0
北京日升天信科技股份有限公司,4.489489539,34.47878218,8,8,89.67138262,0.290427524,6,0,6,63.25136549,59.91942794,0.321266697,0.216403384,81.75217903,0,14830000,94058000,0.216403384,0.011955564,0.027893872,0.428950031,0.152098623,48.35927024,-4.384654903,2.727803496,1.317273508,0.012130482,-1.291134997,-0.034779372,,0,0,15,1,10,0,0,0,3,1,3,0.286,10,1
北京日新达能技术有限公司,0.976847111,2.005690271,13,13,25365.31734,2.449309303,0,0,2,313.3646945,238.4596828,0.211929304,-1.051323741,28.99029635,0,1297000,-17432000,-1.051323741,0.010639136,0.022676807,0.467136881,0.013295908,2.147906429,0.754056172,5.094918813,0.466421882,0.026258781,9.484542427,0.478480019,,0,11,1,0,0,0,0,0,0,1,6,0.0875,0,0
北京时代新威信息技术有限公司,1.562364847,16.987221,14,14,66488000,0.65451439,0,0,3,142.4659369,122.0916608,0.924374781,0.55083524,41.39665734,0,2303000,16454000,0.55083524,0.025794128,0.031916073,0.868156647,0.040556199,1.369865039,0.6572329,0.281636366,0.115538123,0.035717055,0.302008878,0.175862853,,0,0,15,0,0,0,0,0,0,0,2,0.5714,0,0
北京时代锐智科技有限公司,2001.220461,10014.89275,10,10,77061.71267,1.518556645,0,0,0,129.7560917,129.7560917,0.070119106,-0.463122942,39.70528098,0,3304800000,-38222000,-0.463122942,0.013083463,15.89923939,0.999232285,22.37249457,164451000,6.696432662,1.631944015,0.791166123,15.61630235,-25.67992449,0.286972941,,0,8,0,0,0,0,0,0,1,14,2,0.6818,0,0
北京昂然时代广告有限公司,0,0,9,9,0,0.10537479,0,0,1,110.0237537,110.0237537,0.452839855,0.028308729,87.87566144,0,3823000,93601000,0.028308729,3823000,0.001016045,0,0.008380207,0,0,0,0,3823000,0.698639943,0.41767662,,0,0,4,0,1,0,0,0,0,2,1,1,0,0
北京昆仑万维科技股份有限公司,0,0,7,7,0,2.25069236,12,0,19,249.0493618,249.0493618,1.555306399,0.875601341,31.08050915,0.003070067,3296861000,3968002000,0.869532499,3263823000,0.224544643,-6021410000,0.322542241,5981451000,0.885545671,1.761245681,0.407388355,0.207103608,5.936570616,1.08071144,0.179,1,9,26,0,6,0,0,0,5,34,11,0.5082,30,0
北京昊海金桥广告有限公司,2.187314406,17.69856873,8,8,242.472377,0.637199669,0,0,2,159.2940266,159.2940266,0.10785986,0,61.07990472,0,135173000,0,0,0.162934882,0.463262334,0.246444284,0.890941592,463306000,4.384253566,58.73554022,1.587833502,0.272132824,-9.447938019,-0.317777964,,0,0,8,0,0,0,0,0,0,2,2,0.7,0,0
北京昌石科技有限公司,0,0,15,15,0,-0.29138593,0,0,2,13.6830911,13.6830911,0.002126905,0.002126905,730.8290155,0,-822000,6000,0.002126905,-822000,-2.129533679,0,0.337577002,0,0,0,0,-0.999998783,-822000,-0.760693887,,0,1,3,0,0,0,0,0,0,0,2,0.8,0,0
北京明屹合创科技有限公司,1.547611791,33.19919852,13,13,58.72532864,0.678152073,0,0,0,167.8809813,129.4837502,0.302143765,3.249244055,59.56600874,0,11793103000,1.15E+12,3.249244055,0.010270373,0.019846446,0.135624932,0.039309873,5.848787648,3.308397233,7.95E+11,1.337717048,0.012990507,-0.416362849,0.132536597,,0,0,6,0,0,0,0,0,0,0,2,0.55,0,0
北京明朝万达科技股份有限公司,1.842874639,3.372985063,9,9,14.10542713,1.674112596,8,4,4,54.55731333,49.10678204,0.072164642,-0.32158818,80.71936571,0.063385742,22209000,-108226000,-0.28515345,0.065288257,0.047233896,0.645499923,0.243679403,6.42130478,-0.770190483,0.410995612,0.250506176,0.056694807,-0.618597264,0.368448317,,0,75,41,0,5,0,0,0,4,0,20,0.2346,10,0
北京明通四季科技股份有限公司,3.187499969,39.93975422,11,11,138.1249424,-0.502225046,6,0,4,33.05785124,8.169103624,0.01207883,-0.253655435,200.8939974,0,-68900000,-79800000,-0.253655435,-0.158069381,-0.439974457,0.686877826,0.33164557,1.31162195,-0.487654323,1.952471446,0.655810979,-0.172854992,-0.321792264,1.205633786,,0,7,0,0,0,0,0,0,0,1,6,0.4378,10,0
北京易华录信息技术股份有限公司,0,0,6,6,0,0.450779622,12,0,30,133.4600827,30.16899359,0.087193002,-0.22427648,76.877993,0.228869261,-13999782000,-4187812000,-0.194270525,-14240579000,-0.499278709,-11562517000,-2.196463005,0.577877399,1.783904314,3.572726392,0.397487783,-0.994103454,0.939505951,0.590854723,,0,174,234,5,18,0,1,0,6,16,20,0.0687,10,1
